Unnamed: 0,property_type,claim_id,claim_amount,property_value,pml,deductible,claim_status,payment,incident_date,payment_date,incident_type
16377,townhouse,1243b130,240340.0,587000.0,117000.0,2000.0,settled,238340,2010-05-16,2010-08-14,nat cat
16378,townhouse,52816654,269080.0,620000.0,124000.0,5000.0,settled,264080,2008-07-25,2008-10-23,other
16379,townhouse,f1054c1c,275570.0,567000.0,113000.0,2000.0,under investigation,0,2013-08-04,,water damage
16380,townhouse,066afa86,210250.0,426000.0,85000.0,1000.0,under investigation,0,2021-12-05,,nat cat
16381,townhouse,4eb4639b,239180.0,237000.0,47000.0,1000.0,settled,238180,2015-04-24,2015-07-23,fire
16382,townhouse,dbd5daca,272170.0,544000.0,109000.0,2000.0,settled,270170,2018-04-06,2018-07-05,fire
16383,townhouse,21671df7,255910.0,454000.0,91000.0,500.0,settled,255410,2004-04-04,2004-07-03,fire
16384,townhouse,55753a1a,240720.0,601000.0,120000.0,1000.0,settled,239720,2023-08-22,2023-11-20,water damage
16385,townhouse,e2ed3a6f,252540.0,680000.0,136000.0,5000.0,settled,247540,2016-10-18,2017-01-16,water damage
16386,townhouse,9a16ea1e,247330.0,688000.0,138000.0,2000.0,settled,245330,2007-06-19,2007-09-17,fire
16387,townhouse,948da362,236570.0,607000.0,121000.0,2000.0,settled,234570,2022-10-17,2023-01-15,nat cat
16388,townhouse,c282a99d,240180.0,561000.0,112000.0,1000.0,settled,239180,2020-12-31,2021-03-31,nat cat
16389,townhouse,f729cb41,256370.0,289000.0,58000.0,500.0,settled,255870,2019-04-12,2019-07-11,nat cat
16390,townhouse,d448de36,242310.0,378000.0,76000.0,5000.0,settled,237310,2006-05-22,2006-08-20,nat cat
16391,townhouse,4fd23328,249960.0,569000.0,114000.0,1000.0,settled,248960,2004-01-03,2004-04-02,nat cat
16392,townhouse,ba6a04a1,251180.0,731000.0,146000.0,5000.0,settled,246180,2013-02-05,2013-05-06,nat cat
16393,townhouse,8dce5545,259310.0,590000.0,118000.0,2000.0,settled,257310,2009-04-26,2009-07-25,other
16394,townhouse,c952718d,275370.0,575000.0,115000.0,1000.0,settled,274370,2017-08-17,2017-11-15,fire
16395,townhouse,59d03308,247830.0,476000.0,95000.0,5000.0,open,20000,2021-07-26,2021-10-24,theft
16396,townhouse,f51bb482,253660.0,776000.0,155000.0,500.0,settled,253160,2014-03-05,2014-06-03,fire
16397,townhouse,063b506d,241110.0,614000.0,123000.0,1000.0,settled,240110,2014-03-11,2014-06-09,water damage
16398,townhouse,1e4a0004,239260.0,556000.0,111000.0,2000.0,settled,237260,2010-12-12,2011-03-12,water damage
16399,townhouse,7a82e49b,240950.0,311000.0,62000.0,5000.0,under investigation,0,2018-11-05,,other
16400,townhouse,f50f9a88,273480.0,639000.0,128000.0,500.0,settled,272980,2015-01-08,2015-04-08,other
16401,townhouse,c79b13a7,253780.0,670000.0,134000.0,1000.0,settled,252780,2022-09-24,2022-12-23,fire
16402,townhouse,8e1405d7,242260.0,567000.0,113000.0,500.0,open,20000,2018-06-04,2018-09-02,theft
16403,townhouse,847238ac,254920.0,520000.0,104000.0,500.0,settled,254420,2012-05-29,2012-08-27,nat cat
16404,townhouse,7934f28f,273740.0,316000.0,63000.0,500.0,settled,273240,2015-10-14,2016-01-12,nat cat
16405,townhouse,53f2f568,231650.0,770000.0,154000.0,500.0,settled,231150,2006-02-27,2006-05-28,water damage
16406,townhouse,866c2af5,245750.0,692000.0,138000.0,500.0,settled,245250,2007-09-30,2007-12-29,water damage
16407,townhouse,209098f8,254270.0,267000.0,53000.0,500.0,settled,253770,2009-01-24,2009-04-24,fire
16408,townhouse,ed55c5fb,244210.0,640000.0,128000.0,500.0,under investigation,0,2018-01-12,,fire
16409,townhouse,d7827859,275640.0,548000.0,110000.0,5000.0,open,20000,2012-08-17,2012-11-15,theft
16410,townhouse,643f8b8b,262740.0,503000.0,101000.0,5000.0,settled,257740,2022-02-26,2022-05-27,other
16411,townhouse,b450cfa9,266970.0,388000.0,78000.0,1000.0,open,20000,2013-02-09,2013-05-10,theft
16412,townhouse,2adb342b,260660.0,659000.0,132000.0,5000.0,settled,255660,2007-03-12,2007-06-10,fire
16413,townhouse,5b07bd09,256870.0,227000.0,45000.0,5000.0,settled,251870,2018-09-21,2018-12-20,fire
16414,townhouse,8ec9d6e7,230450.0,473000.0,95000.0,1000.0,under investigation,0,2020-02-21,,fire
16415,townhouse,1fca6099,280090.0,486000.0,97000.0,500.0,settled,279590,2013-05-07,2013-08-05,water damage
16416,townhouse,4135f549,253150.0,576000.0,115000.0,500.0,denied,0,2014-12-07,,fire
16417,townhouse,75751bb9,280500.0,423000.0,85000.0,5000.0,settled,275500,2023-11-24,2024-02-22,water damage
16418,townhouse,87aec6e1,250590.0,620000.0,124000.0,500.0,settled,250090,2013-09-10,2013-12-09,fire
16419,townhouse,3f6f5b7b,244310.0,665000.0,133000.0,1000.0,settled,243310,2015-07-11,2015-10-09,water damage
16420,townhouse,025685ab,258060.0,718000.0,144000.0,1000.0,settled,257060,2014-05-15,2014-08-13,water damage
16421,townhouse,6ffb3908,255650.0,509000.0,102000.0,1000.0,settled,254650,2005-05-24,2005-08-22,water damage
16422,townhouse,f866bb5a,242120.0,651000.0,130000.0,5000.0,settled,237120,2020-07-18,2020-10-16,nat cat
16423,townhouse,19c91281,263630.0,341000.0,68000.0,2000.0,settled,261630,2019-05-17,2019-08-15,fire
16424,townhouse,ccada269,283700.0,527000.0,105000.0,500.0,settled,283200,2009-08-31,2009-11-29,nat cat
16425,townhouse,52741482,266320.0,733000.0,147000.0,5000.0,under investigation,0,2013-09-25,,water damage
16426,townhouse,d32a0039,255140.0,415000.0,83000.0,500.0,open,20000,2019-06-15,2019-09-13,theft
16427,townhouse,04c3e53f,259310.0,372000.0,74000.0,500.0,settled,258810,2005-07-19,2005-10-17,water damage
16428,townhouse,7c5532ce,213190.0,566000.0,113000.0,5000.0,settled,208190,2019-10-06,2020-01-04,water damage
16429,townhouse,81adcf7f,263390.0,482000.0,96000.0,500.0,settled,262890,2016-09-22,2016-12-21,nat cat
16430,townhouse,f1697fc7,260560.0,398000.0,80000.0,1000.0,settled,259560,2019-11-30,2020-02-28,water damage
16431,townhouse,9e0e33a4,246410.0,582000.0,116000.0,1000.0,open,20000,2011-08-12,2011-11-10,theft
16432,townhouse,61942e58,251580.0,783000.0,157000.0,5000.0,denied,0,2004-03-03,,other
16433,townhouse,de76fd0f,261300.0,554000.0,111000.0,2000.0,settled,259300,2017-12-09,2018-03-09,water damage
16434,townhouse,164be03e,232660.0,631000.0,126000.0,5000.0,open,20000,2016-05-04,2016-08-02,theft
16435,townhouse,4c3d6a13,230310.0,468000.0,94000.0,500.0,settled,229810,2021-04-01,2021-06-30,nat cat
16436,townhouse,cd64e852,256580.0,357000.0,71000.0,1000.0,open,20000,2006-09-07,2006-12-06,theft
16437,townhouse,bd1f8a6b,222110.0,795000.0,159000.0,500.0,settled,221610,2014-11-15,2015-02-13,nat cat
16438,townhouse,bdac6402,235630.0,605000.0,121000.0,500.0,settled,235130,2009-12-21,2010-03-21,nat cat
16439,townhouse,f4ef3407,283950.0,571000.0,114000.0,5000.0,open,20000,2015-08-12,2015-11-10,theft
16440,townhouse,26f9706e,243740.0,712000.0,142000.0,2000.0,settled,241740,2009-05-25,2009-08-23,fire
16441,townhouse,c399ecde,234000.0,847000.0,169000.0,5000.0,under investigation,0,2008-11-07,,other
16442,townhouse,ecc038c7,273930.0,378000.0,76000.0,5000.0,settled,268930,2006-02-24,2006-05-25,water damage
16443,townhouse,676d78ce,246350.0,543000.0,109000.0,5000.0,settled,241350,2023-08-18,2023-11-16,fire
16444,townhouse,9d298686,259580.0,674000.0,135000.0,2000.0,settled,257580,2015-02-23,2015-05-24,fire
16445,townhouse,ad6feb70,233020.0,633000.0,127000.0,500.0,settled,232520,2014-07-21,2014-10-19,water damage
16446,townhouse,55d023d5,238850.0,485000.0,97000.0,2000.0,under investigation,0,2005-05-26,,water damage
16447,townhouse,8179c1b5,258480.0,487000.0,97000.0,1000.0,settled,257480,2021-09-05,2021-12-04,nat cat
16448,townhouse,b8935e88,243730.0,613000.0,123000.0,5000.0,settled,238730,2013-01-28,2013-04-28,fire
16449,townhouse,b327c3e3,231500.0,856000.0,171000.0,1000.0,settled,230500,2020-05-29,2020-08-27,other
16450,townhouse,805b9042,226730.0,575000.0,115000.0,1000.0,open,20000,2009-03-09,2009-06-07,theft
16451,townhouse,16b542d0,220240.0,385000.0,77000.0,500.0,settled,219740,2016-08-31,2016-11-29,fire
16452,townhouse,39b37ac9,254450.0,544000.0,109000.0,5000.0,open,20000,2009-04-24,2009-07-23,theft
16453,townhouse,aacc2352,268530.0,453000.0,91000.0,1000.0,settled,267530,2015-01-25,2015-04-25,water damage
16454,townhouse,7fb549d9,247030.0,571000.0,114000.0,1000.0,settled,246030,2009-10-28,2010-01-26,fire
16455,townhouse,56abf2df,249970.0,330000.0,66000.0,5000.0,open,20000,2022-04-08,2022-07-07,theft
16456,townhouse,dd813240,249830.0,468000.0,94000.0,1000.0,settled,248830,2020-03-22,2020-06-20,water damage
16457,townhouse,fdf1797f,231190.0,570000.0,114000.0,500.0,settled,230690,2009-03-27,2009-06-25,water damage
16458,townhouse,85286ba6,274350.0,740000.0,148000.0,5000.0,settled,269350,2009-06-01,2009-08-30,water damage
16459,townhouse,2746fd75,228950.0,725000.0,145000.0,5000.0,settled,223950,2015-10-23,2016-01-21,water damage
16460,townhouse,3b0f6732,265440.0,723000.0,145000.0,500.0,settled,264940,2010-11-03,2011-02-01,nat cat
16461,townhouse,4d70467a,268000.0,570000.0,114000.0,500.0,settled,267500,2006-05-23,2006-08-21,nat cat
16462,townhouse,c3448b79,229670.0,589000.0,118000.0,5000.0,settled,224670,2007-10-12,2008-01-10,water damage
16463,townhouse,2d32e77f,256660.0,904000.0,181000.0,5000.0,settled,251660,2006-07-08,2006-10-06,nat cat
16464,townhouse,d06865f7,249460.0,371000.0,74000.0,500.0,settled,248960,2011-04-22,2011-07-21,nat cat
16465,townhouse,f0862c56,250420.0,634000.0,127000.0,5000.0,denied,0,2021-09-23,,water damage
16466,townhouse,156ffc5f,255910.0,530000.0,106000.0,2000.0,open,20000,2009-01-14,2009-04-14,theft
16467,townhouse,81f2a4d9,266860.0,351000.0,70000.0,500.0,settled,266360,2010-02-25,2010-05-26,water damage
16468,townhouse,ec92d4a1,256090.0,674000.0,135000.0,2000.0,settled,254090,2014-12-10,2015-03-10,water damage
16469,townhouse,ee9173b9,266930.0,525000.0,105000.0,1000.0,denied,0,2007-11-20,,fire
16470,townhouse,0c5612fb,238480.0,789000.0,158000.0,5000.0,settled,233480,2015-12-16,2016-03-15,fire
16471,townhouse,75102e13,237230.0,777000.0,155000.0,2000.0,settled,235230,2018-06-28,2018-09-26,fire
16472,townhouse,b5fdab27,271240.0,447000.0,89000.0,5000.0,settled,266240,2004-03-08,2004-06-06,nat cat
16473,townhouse,451d4f8f,261210.0,578000.0,116000.0,1000.0,settled,260210,2013-07-06,2013-10-04,fire
16474,townhouse,bdec8ba0,270170.0,502000.0,100000.0,2000.0,settled,268170,2006-07-13,2006-10-11,fire
16475,townhouse,b045f0f6,243980.0,240000.0,48000.0,2000.0,denied,0,2005-03-17,,water damage
16476,townhouse,62b546dd,258770.0,598000.0,120000.0,2000.0,settled,256770,2010-01-10,2010-04-10,nat cat
16477,townhouse,652b17e1,254400.0,671000.0,134000.0,500.0,under investigation,0,2014-06-20,,water damage
16478,townhouse,6e9a7daa,249460.0,549000.0,110000.0,500.0,settled,248960,2018-02-20,2018-05-21,fire
16479,townhouse,169b87be,260180.0,467000.0,93000.0,2000.0,denied,0,2019-12-14,,other
16480,townhouse,f86bdd5d,244650.0,490000.0,98000.0,1000.0,under investigation,0,2007-09-15,,water damage
16481,townhouse,2b862a75,234970.0,637000.0,127000.0,500.0,denied,0,2011-04-12,,water damage
16482,townhouse,bd5a2e7b,264790.0,570000.0,114000.0,2000.0,settled,262790,2023-05-12,2023-08-10,nat cat
16483,townhouse,6d78c2bf,242260.0,380000.0,76000.0,1000.0,settled,241260,2011-03-21,2011-06-19,fire
16484,townhouse,20765daa,249640.0,629000.0,126000.0,1000.0,settled,248640,2005-01-13,2005-04-13,other
16485,townhouse,de7356ae,242840.0,680000.0,136000.0,2000.0,settled,240840,2021-06-05,2021-09-03,fire
16486,townhouse,42136a2d,247150.0,446000.0,89000.0,5000.0,settled,242150,2012-09-23,2012-12-22,nat cat
16487,townhouse,7cffdad2,249540.0,279000.0,56000.0,1000.0,open,20000,2014-12-28,2015-03-28,theft
16488,townhouse,00df19f2,227700.0,577000.0,115000.0,2000.0,settled,225700,2013-08-15,2013-11-13,nat cat
16489,townhouse,28dc7294,259710.0,525000.0,105000.0,500.0,settled,259210,2008-02-01,2008-05-01,water damage
16490,townhouse,5fc5b719,267180.0,555000.0,111000.0,1000.0,settled,266180,2021-07-08,2021-10-06,fire
16491,townhouse,64668fa8,269450.0,594000.0,119000.0,5000.0,settled,264450,2015-08-15,2015-11-13,fire
16492,townhouse,89266f39,234890.0,427000.0,85000.0,5000.0,under investigation,0,2004-01-28,,fire
16493,townhouse,251b2684,247690.0,477000.0,95000.0,2000.0,settled,245690,2013-01-28,2013-04-28,fire
16494,townhouse,dfb75796,270100.0,502000.0,100000.0,1000.0,under investigation,0,2010-08-29,,water damage
16495,townhouse,88295e40,234460.0,670000.0,134000.0,1000.0,under investigation,0,2014-10-05,,fire
16496,townhouse,4b132b99,246260.0,525000.0,105000.0,1000.0,settled,245260,2008-10-16,2009-01-14,water damage
16497,townhouse,5eb3d291,253700.0,757000.0,151000.0,5000.0,settled,248700,2010-09-26,2010-12-25,other
16498,townhouse,8ec72b1e,249490.0,624000.0,125000.0,1000.0,settled,248490,2021-02-17,2021-05-18,water damage
16499,townhouse,b0ca418a,226840.0,458000.0,92000.0,2000.0,settled,224840,2021-08-17,2021-11-15,nat cat
16500,townhouse,1bcdad17,246960.0,673000.0,135000.0,500.0,settled,246460,2015-04-05,2015-07-04,water damage
16501,townhouse,7b7e3288,231150.0,714000.0,143000.0,1000.0,settled,230150,2010-02-08,2010-05-09,fire
16502,townhouse,614e35f6,236060.0,517000.0,103000.0,500.0,under investigation,0,2010-08-25,,fire
16503,townhouse,66a91ba1,238300.0,637000.0,127000.0,500.0,settled,237800,2018-02-27,2018-05-28,fire
16504,townhouse,2736a871,256270.0,483000.0,97000.0,5000.0,under investigation,0,2022-05-08,,fire
16505,townhouse,cad4813f,232130.0,527000.0,105000.0,2000.0,denied,0,2008-10-02,,fire
16506,townhouse,35600326,242650.0,354000.0,71000.0,1000.0,settled,241650,2004-07-21,2004-10-19,water damage
16507,townhouse,0cc1a244,248480.0,614000.0,123000.0,5000.0,under investigation,0,2021-04-15,,fire
16508,townhouse,f9cdcb80,251640.0,560000.0,112000.0,1000.0,under investigation,0,2020-05-24,,nat cat
16509,townhouse,ad6e13b0,252580.0,568000.0,114000.0,500.0,settled,252080,2006-01-04,2006-04-04,water damage
16510,townhouse,b9b0e996,235740.0,517000.0,103000.0,2000.0,settled,233740,2015-03-22,2015-06-20,fire
16511,townhouse,1bb7e162,237110.0,745000.0,149000.0,1000.0,denied,0,2014-09-30,,fire
16512,townhouse,1de9d2b8,232410.0,746000.0,149000.0,5000.0,settled,227410,2006-03-30,2006-06-28,fire
16513,townhouse,07543a76,256900.0,500000.0,100000.0,1000.0,settled,255900,2013-09-01,2013-11-30,water damage
16514,townhouse,8d3bdd33,246680.0,419000.0,84000.0,500.0,settled,246180,2019-03-03,2019-06-01,fire
16515,townhouse,157690bc,225840.0,508000.0,102000.0,5000.0,settled,220840,2020-05-02,2020-07-31,water damage
16516,townhouse,8e470987,278090.0,496000.0,99000.0,5000.0,settled,273090,2018-04-22,2018-07-21,water damage
16517,townhouse,a99c8f10,263370.0,604000.0,121000.0,500.0,settled,262870,2021-11-23,2022-02-21,fire
16518,townhouse,448b5316,251900.0,633000.0,127000.0,500.0,settled,251400,2022-04-12,2022-07-11,nat cat
16519,townhouse,3674cd4b,231970.0,654000.0,131000.0,500.0,open,20000,2022-11-19,2023-02-17,theft
16520,townhouse,dd59f155,238010.0,357000.0,71000.0,1000.0,settled,237010,2023-01-17,2023-04-17,fire
16521,townhouse,c2517443,243070.0,626000.0,125000.0,5000.0,open,20000,2011-04-06,2011-07-05,theft
16522,townhouse,237bfa5b,266060.0,642000.0,128000.0,2000.0,settled,264060,2016-10-17,2017-01-15,water damage
16523,townhouse,d55140a2,205790.0,604000.0,121000.0,500.0,settled,205290,2017-01-31,2017-05-01,water damage
16524,townhouse,a4c4eadb,246640.0,384000.0,77000.0,5000.0,settled,241640,2006-11-08,2007-02-06,fire
16525,townhouse,93750568,257230.0,719000.0,144000.0,500.0,under investigation,0,2016-08-30,,nat cat
16526,townhouse,ac156df0,252980.0,597000.0,119000.0,1000.0,settled,251980,2022-03-25,2022-06-23,nat cat
16527,townhouse,f3ddf17a,229520.0,725000.0,145000.0,500.0,settled,229020,2013-12-23,2014-03-23,nat cat
16528,townhouse,ba423b5e,239550.0,311000.0,62000.0,2000.0,settled,237550,2022-09-16,2022-12-15,other
16529,townhouse,5fd71452,265340.0,349000.0,70000.0,1000.0,settled,264340,2004-07-08,2004-10-06,nat cat
16530,townhouse,5dd1cd80,265260.0,327000.0,65000.0,2000.0,settled,263260,2011-11-28,2012-02-26,nat cat
16531,townhouse,5ca4ea64,242550.0,381000.0,76000.0,1000.0,settled,241550,2020-08-05,2020-11-03,other
16532,townhouse,7481bc85,261090.0,633000.0,127000.0,1000.0,settled,260090,2008-10-20,2009-01-18,nat cat
16533,townhouse,54f6a074,218730.0,642000.0,128000.0,2000.0,under investigation,0,2017-06-08,,fire
16534,townhouse,a82b77da,280700.0,792000.0,158000.0,5000.0,settled,275700,2018-04-05,2018-07-04,nat cat
16535,townhouse,6eb94c1e,228270.0,248000.0,50000.0,5000.0,settled,223270,2011-03-09,2011-06-07,fire
16536,townhouse,711f120b,227470.0,637000.0,127000.0,5000.0,settled,222470,2007-12-20,2008-03-19,fire
16537,townhouse,21fcf043,227120.0,537000.0,107000.0,5000.0,denied,0,2004-11-23,,nat cat
16538,townhouse,3be26e3e,251400.0,487000.0,97000.0,1000.0,settled,250400,2018-02-12,2018-05-13,nat cat
16539,townhouse,81719283,259380.0,463000.0,93000.0,500.0,under investigation,0,2005-09-19,,nat cat
16540,townhouse,67fb9b0f,295840.0,856000.0,171000.0,500.0,settled,295340,2006-08-29,2006-11-27,fire
16541,townhouse,1f1518ca,238150.0,612000.0,122000.0,5000.0,settled,233150,2021-10-15,2022-01-13,fire
16542,townhouse,9374c8cf,254530.0,656000.0,131000.0,1000.0,settled,253530,2006-08-18,2006-11-16,fire
16543,townhouse,a4abd59b,252260.0,533000.0,107000.0,5000.0,settled,247260,2006-02-03,2006-05-04,fire
16544,townhouse,480c8af8,236040.0,661000.0,132000.0,500.0,settled,235540,2010-09-04,2010-12-03,fire
16545,townhouse,e583d124,254020.0,832000.0,166000.0,1000.0,under investigation,0,2011-05-04,,water damage
16546,townhouse,3401fe3c,251830.0,641000.0,128000.0,1000.0,denied,0,2009-12-08,,water damage
16547,townhouse,72e4ec4a,250480.0,536000.0,107000.0,1000.0,settled,249480,2019-01-01,2019-04-01,fire
16548,townhouse,14528b59,220700.0,574000.0,115000.0,5000.0,under investigation,0,2012-07-02,,water damage
16549,townhouse,8f0ef573,262250.0,525000.0,105000.0,500.0,under investigation,0,2006-09-06,,nat cat
16550,townhouse,7224590e,267390.0,684000.0,137000.0,2000.0,settled,265390,2012-10-07,2013-01-05,other
16551,townhouse,82012875,260270.0,654000.0,131000.0,2000.0,settled,258270,2016-10-18,2017-01-16,water damage
16552,townhouse,ea021e10,248560.0,563000.0,113000.0,2000.0,under investigation,0,2017-07-03,,nat cat
16553,townhouse,e8b7ae92,276210.0,572000.0,114000.0,500.0,settled,275710,2019-09-14,2019-12-13,water damage
16554,townhouse,3c3008d6,253940.0,292000.0,58000.0,1000.0,settled,252940,2013-08-27,2013-11-25,other
16555,townhouse,64f478c5,258880.0,504000.0,101000.0,500.0,settled,258380,2004-09-05,2004-12-04,other
16556,townhouse,b4ce8436,246310.0,481000.0,96000.0,1000.0,settled,245310,2008-04-15,2008-07-14,water damage
16557,townhouse,15869801,242160.0,442000.0,88000.0,500.0,denied,0,2013-10-22,,nat cat
16558,townhouse,0242184a,246460.0,458000.0,92000.0,5000.0,settled,241460,2008-10-13,2009-01-11,water damage
16559,townhouse,2c9c185c,232860.0,466000.0,93000.0,2000.0,under investigation,0,2017-07-22,,water damage
16560,townhouse,862083ef,262620.0,666000.0,133000.0,1000.0,denied,0,2018-03-03,,water damage
16561,townhouse,638a127d,253570.0,578000.0,116000.0,500.0,under investigation,0,2018-07-09,,fire
16562,townhouse,eba60d73,256300.0,444000.0,89000.0,1000.0,settled,255300,2005-11-19,2006-02-17,fire
16563,townhouse,726fd724,228400.0,484000.0,97000.0,500.0,settled,227900,2014-10-12,2015-01-10,nat cat
16564,townhouse,ddeab895,264970.0,612000.0,122000.0,5000.0,open,20000,2020-11-11,2021-02-09,theft
16565,townhouse,1ce52e6c,255350.0,797000.0,159000.0,1000.0,settled,254350,2016-01-05,2016-04-04,water damage
16566,townhouse,c076186d,279400.0,535000.0,107000.0,5000.0,settled,274400,2007-01-11,2007-04-11,nat cat
16567,townhouse,76174bcd,268870.0,737000.0,147000.0,5000.0,under investigation,0,2015-12-18,,water damage
16568,townhouse,de459ade,252080.0,500000.0,100000.0,2000.0,settled,250080,2004-01-06,2004-04-05,fire
16569,townhouse,6ca7b651,252890.0,536000.0,107000.0,500.0,settled,252390,2010-03-03,2010-06-01,fire
16570,townhouse,ff302e87,269860.0,782000.0,156000.0,2000.0,settled,267860,2014-02-20,2014-05-21,fire
16571,townhouse,9d137348,260360.0,282000.0,56000.0,5000.0,denied,0,2016-03-31,,fire
16572,townhouse,7b5cae47,287260.0,572000.0,114000.0,5000.0,settled,282260,2009-05-21,2009-08-19,fire
16573,townhouse,18d3547b,249210.0,426000.0,85000.0,5000.0,settled,244210,2004-06-29,2004-09-27,fire
16574,townhouse,76484bf5,255020.0,356000.0,71000.0,2000.0,settled,253020,2012-05-30,2012-08-28,nat cat
