"","property_type","claim_id","claim_amount","property_value","pml","deductible","claim_status","payment","incident_date","payment_date","incident_type"
"14612","house","47bfa6de",206740,463000,93000,5000,"settled",201740,2010-10-28,2011-01-26,"other"
"14613","house","c6f9008a",190530,473000,95000,1000,"settled",189530,2023-12-06,2024-03-05,"water damage"
"14614","house","e4c695d9",211440,970000,194000,5000,"settled",206440,2012-07-05,2012-10-03,"water damage"
"14615","house","5b745423",183880,301000,60000,2000,"settled",181880,2005-06-25,2005-09-23,"other"
"14616","house","faa9d78c",205490,232000,46000,1000,"settled",204490,2005-03-04,2005-06-02,"water damage"
"14617","house","dae110c7",207050,633000,127000,1000,"denied",0,2007-12-31,NA,"nat cat"
"14618","house","c3a32bb6",210820,365000,73000,1000,"under investigation",0,2005-08-12,NA,"nat cat"
"14619","house","c91b1ecf",206920,408000,82000,5000,"denied",0,2020-10-12,NA,"other"
"14620","house","f9fe58bd",200740,395000,79000,5000,"settled",195740,2013-02-20,2013-05-21,"other"
"14621","house","793f74c8",208570,360000,72000,2000,"under investigation",0,2011-12-13,NA,"fire"
"14622","house","ab6a647f",218900,209000,42000,5000,"settled",213900,2004-02-25,2004-05-25,"nat cat"
"14623","house","d2a59e84",201460,154000,31000,500,"settled",200960,2008-12-05,2009-03-05,"water damage"
"14624","house","9444b692",203780,331000,66000,1000,"settled",202780,2006-05-16,2006-08-14,"water damage"
"14625","house","9e80ce42",196660,307000,61000,2000,"settled",194660,2012-04-02,2012-07-01,"water damage"
"14626","house","342e9d4b",183100,227000,45000,500,"settled",182600,2008-08-26,2008-11-24,"fire"
"14627","house","3d951e4d",193340,440000,88000,5000,"settled",188340,2006-09-19,2006-12-18,"fire"
"14628","house","eadf97b8",203270,408000,82000,500,"denied",0,2009-02-26,NA,"fire"
"14629","house","b47cea99",182210,425000,85000,5000,"settled",177210,2021-12-11,2022-03-11,"fire"
"14630","house","fdcbfdf4",199060,553000,111000,2000,"settled",197060,2006-11-01,2007-01-30,"fire"
"14631","house","5f8f7ce6",227750,519000,104000,5000,"settled",222750,2020-02-25,2020-05-25,"water damage"
"14632","house","9c17f894",230790,420000,84000,500,"under investigation",0,2008-06-29,NA,"nat cat"
"14633","house","6ba4324b",222380,395000,79000,2000,"settled",220380,2012-12-03,2013-03-03,"water damage"
"14634","house","73f3b2df",189390,761000,152000,5000,"settled",184390,2018-12-03,2019-03-03,"fire"
"14635","house","7d72a871",196540,590000,118000,5000,"settled",191540,2022-01-03,2022-04-03,"water damage"
"14636","house","a3e2befc",183900,566000,113000,1000,"under investigation",0,2005-05-22,NA,"nat cat"
"14637","house","2d1db334",204110,373000,75000,1000,"settled",203110,2023-12-30,2024-03-29,"nat cat"
"14638","house","ac3479cc",190730,313000,63000,1000,"denied",0,2005-02-07,NA,"water damage"
"14639","house","66ba5b12",201910,470000,94000,500,"settled",201410,2004-01-16,2004-04-15,"water damage"
"14640","house","32e8977a",208190,537000,107000,5000,"settled",203190,2008-08-15,2008-11-13,"nat cat"
"14641","house","62f55860",226640,118000,24000,5000,"settled",221640,2012-03-07,2012-06-05,"fire"
"14642","house","d01d1504",209370,432000,86000,1000,"settled",208370,2015-04-11,2015-07-10,"fire"
"14643","house","27d87c6b",194910,406000,81000,500,"settled",194410,2020-01-05,2020-04-04,"other"
"14644","house","35c2c04d",196450,411000,82000,5000,"settled",191450,2023-01-11,2023-04-11,"water damage"
"14645","house","8df97881",207540,411000,82000,500,"under investigation",0,2014-04-20,NA,"fire"
"14646","house","b8ed912b",216770,121000,24000,500,"settled",216270,2019-04-02,2019-07-01,"fire"
"14647","house","6367e2ab",192070,321000,64000,500,"denied",0,2014-01-02,NA,"water damage"
"14648","house","b66528cc",187970,501000,1e+05,5000,"under investigation",0,2022-10-08,NA,"fire"
"14649","house","06f63b73",213470,659000,132000,1000,"denied",0,2009-09-13,NA,"fire"
"14650","house","2179ea15",206340,246000,49000,1000,"settled",205340,2005-02-05,2005-05-06,"nat cat"
"14651","house","47d842b1",193700,461000,92000,1000,"under investigation",0,2009-06-04,NA,"other"
"14652","house","eae1846a",203970,311000,62000,5000,"settled",198970,2017-12-31,2018-03-31,"water damage"
"14653","house","81006244",199900,534000,107000,5000,"settled",194900,2020-08-06,2020-11-04,"water damage"
"14654","house","1e19dc8c",201230,624000,125000,500,"settled",200730,2017-01-19,2017-04-19,"fire"
"14655","house","4c2bdac2",229470,697000,139000,5000,"settled",224470,2021-04-22,2021-07-21,"water damage"
"14656","house","84ce5a00",209240,270000,54000,5000,"under investigation",0,2019-11-21,NA,"other"
"14657","house","16c5b814",199100,384000,77000,500,"settled",198600,2006-05-05,2006-08-03,"water damage"
"14658","house","d5d5a76e",205070,162000,32000,2000,"open",20000,2014-10-24,2015-01-22,"theft"
"14659","house","f1604d2f",173380,477000,95000,500,"settled",172880,2014-01-05,2014-04-05,"nat cat"
"14660","house","c534b491",205690,559000,112000,5000,"denied",0,2014-03-09,NA,"fire"
"14661","house","97a6c9b1",206620,445000,89000,5000,"open",20000,2006-09-05,2006-12-04,"theft"
"14662","house","e0e5da26",191760,404000,81000,1000,"settled",190760,2021-09-03,2021-12-02,"nat cat"
"14663","house","91dc89c5",196970,610000,122000,5000,"settled",191970,2019-04-21,2019-07-20,"fire"
"14664","house","753b36be",201080,677000,135000,1000,"under investigation",0,2007-02-02,NA,"fire"
"14665","house","f2745dab",193160,357000,71000,2000,"under investigation",0,2017-01-29,NA,"water damage"
"14666","house","bd6557b8",198680,638000,128000,5000,"settled",193680,2015-11-05,2016-02-03,"fire"
"14667","house","d2610519",210450,345000,69000,1000,"open",20000,2016-01-14,2016-04-13,"theft"
"14668","house","2bf3f7dd",209110,560000,112000,5000,"settled",204110,2004-02-03,2004-05-03,"water damage"
"14669","house","18f4fb5d",195840,351000,70000,500,"settled",195340,2018-05-04,2018-08-02,"water damage"
"14670","house","a000e49f",204730,358000,72000,1000,"settled",203730,2020-12-08,2021-03-08,"nat cat"
"14671","house","ad6cc757",206800,386000,77000,5000,"settled",201800,2004-06-10,2004-09-08,"other"
"14672","house","49f9f9aa",207070,358000,72000,5000,"settled",202070,2008-04-16,2008-07-15,"other"
"14673","house","c0a679b4",185430,598000,120000,1000,"settled",184430,2009-12-31,2010-03-31,"other"
"14674","house","56d00537",203170,594000,119000,500,"settled",202670,2014-09-05,2014-12-04,"water damage"
"14675","house","3b431859",204610,579000,116000,5000,"settled",199610,2022-12-14,2023-03-14,"water damage"
"14676","house","d7e1eddb",200900,194000,39000,1000,"settled",199900,2013-11-19,2014-02-17,"fire"
"14677","house","5b5965e4",213940,454000,91000,500,"settled",213440,2019-05-13,2019-08-11,"other"
"14678","apartment","4e6fea8a",142180,312000,62000,1000,"settled",141180,2018-01-23,2018-04-23,"water damage"
"14679","apartment","c9543ee7",145710,456000,91000,5000,"settled",140710,2010-02-14,2010-05-15,"fire"
"14680","apartment","2335e28f",148240,404000,81000,500,"settled",147740,2018-09-11,2018-12-10,"nat cat"
"14681","apartment","4197d986",180310,313000,63000,5000,"under investigation",0,2011-04-20,NA,"water damage"
"14682","apartment","52edfc38",132110,327000,65000,1000,"settled",131110,2016-10-31,2017-01-29,"other"
"14683","apartment","7073cf4f",150180,121000,24000,500,"denied",0,2004-02-18,NA,"other"
"14684","apartment","273571fb",142580,71000,14000,1000,"under investigation",0,2016-07-14,NA,"nat cat"
"14685","apartment","1fcba8f0",138110,125000,25000,500,"settled",137610,2016-09-24,2016-12-23,"nat cat"
"14686","apartment","c9fb9c56",140580,381000,76000,2000,"settled",138580,2016-08-05,2016-11-03,"water damage"
"14687","apartment","8943d794",134310,295000,59000,500,"settled",133810,2014-03-01,2014-05-30,"fire"
"14688","apartment","fa2d78d6",136690,3000,1000,500,"settled",136190,2011-06-07,2011-09-05,"nat cat"
"14689","apartment","2606a81b",152610,186000,37000,500,"settled",152110,2004-08-04,2004-11-02,"water damage"
"14690","apartment","c9e7f010",169170,248000,50000,1000,"under investigation",0,2014-04-22,NA,"water damage"
"14691","apartment","2a660a59",155810,457000,91000,5000,"settled",150810,2014-02-09,2014-05-10,"other"
"14692","apartment","64de8847",137890,355000,71000,1000,"settled",136890,2015-02-12,2015-05-13,"water damage"
"14693","apartment","f30b9185",170450,9000,2000,5000,"settled",165450,2008-03-19,2008-06-17,"water damage"
"14694","apartment","cbca6ff0",140740,132000,26000,5000,"under investigation",0,2005-05-12,NA,"nat cat"
"14695","apartment","0f538842",173180,193000,39000,5000,"settled",168180,2015-11-18,2016-02-16,"fire"
"14696","apartment","2859eb56",141190,387000,77000,500,"settled",140690,2016-06-09,2016-09-07,"other"
"14697","apartment","ab90654b",147660,351000,70000,500,"denied",0,2006-12-10,NA,"fire"
"14698","apartment","26d5d3ac",156280,9000,2000,1000,"settled",155280,2008-12-02,2009-03-02,"nat cat"
"14699","apartment","e18eff6e",142050,329000,66000,2000,"open",20000,2019-11-01,2020-01-30,"theft"
"14700","apartment","8cbabd99",166030,415000,83000,2000,"settled",164030,2011-05-21,2011-08-19,"fire"
"14701","apartment","fc456af3",149700,294000,59000,500,"settled",149200,2011-03-22,2011-06-20,"nat cat"
"14702","apartment","c5b085d0",146540,213000,43000,1000,"settled",145540,2005-05-08,2005-08-06,"fire"
"14703","apartment","35a83f3a",152700,217000,43000,500,"settled",152200,2020-08-05,2020-11-03,"water damage"
"14704","apartment","bb4ab71a",144330,330000,66000,1000,"settled",143330,2020-04-25,2020-07-24,"fire"
"14705","apartment","4dc86e4e",124910,236000,47000,2000,"settled",122910,2017-04-25,2017-07-24,"nat cat"
"14706","apartment","4d5a2347",162310,131000,26000,500,"settled",161810,2008-02-18,2008-05-18,"fire"
"14707","apartment","3bbeced4",136600,215000,43000,1000,"denied",0,2021-03-15,NA,"water damage"
"14708","apartment","56107b99",140070,282000,56000,1000,"under investigation",0,2008-06-12,NA,"fire"
"14709","apartment","3866e6ce",137610,33000,7000,500,"settled",137110,2019-03-13,2019-06-11,"fire"
"14710","apartment","08ea797c",140600,372000,74000,500,"settled",140100,2010-04-09,2010-07-08,"nat cat"
"14711","apartment","bfed94fd",155220,202000,40000,500,"settled",154720,2015-06-10,2015-09-08,"water damage"
"14712","apartment","38322f80",132770,98000,20000,5000,"open",20000,2011-06-16,2011-09-14,"theft"
"14713","apartment","35cbf269",166760,271000,54000,5000,"settled",161760,2004-12-03,2005-03-03,"water damage"
"14714","apartment","a27ab14e",168190,282000,56000,5000,"settled",163190,2004-02-13,2004-05-13,"nat cat"
"14715","apartment","4749b1bb",159670,50000,10000,5000,"settled",154670,2010-01-14,2010-04-14,"fire"
"14716","apartment","dcd09690",149190,196000,39000,5000,"settled",144190,2021-09-26,2021-12-25,"nat cat"
"14717","apartment","45681127",145830,-27000,-5000,500,"settled",145330,2007-08-27,2007-11-25,"water damage"
"14718","apartment","c655c04c",157750,351000,70000,500,"settled",157250,2011-10-21,2012-01-19,"water damage"
"14719","apartment","04513db8",170460,291000,58000,2000,"settled",168460,2021-04-12,2021-07-11,"nat cat"
"14720","apartment","42487192",127480,202000,40000,1000,"settled",126480,2011-09-19,2011-12-18,"fire"
"14721","apartment","818309cf",153910,405000,81000,5000,"under investigation",0,2020-07-13,NA,"fire"
"14722","apartment","a2452af3",150000,550000,110000,5000,"settled",145000,2011-07-27,2011-10-25,"water damage"
"14723","apartment","f016e886",158490,217000,43000,500,"settled",157990,2010-10-28,2011-01-26,"fire"
"14724","apartment","d8c35894",154640,261000,52000,1000,"settled",153640,2018-06-01,2018-08-30,"water damage"
"14725","apartment","15a2e59b",146010,105000,21000,1000,"settled",145010,2009-03-12,2009-06-10,"fire"
"14726","apartment","322eb130",168860,180000,36000,2000,"under investigation",0,2021-07-13,NA,"water damage"
"14727","apartment","a4c2c618",165670,334000,67000,5000,"settled",160670,2021-02-14,2021-05-15,"water damage"
"14728","apartment","d58a1721",156240,123000,25000,1000,"open",20000,2018-08-19,2018-11-17,"theft"
"14729","apartment","ecbe133f",158560,-14000,-3000,500,"settled",158060,2018-10-06,2019-01-04,"water damage"
"14730","apartment","25654aff",131570,304000,61000,2000,"settled",129570,2020-01-24,2020-04-23,"water damage"
"14731","apartment","1946b62d",152310,340000,68000,5000,"settled",147310,2006-11-11,2007-02-09,"fire"
"14732","apartment","31e34f1c",165150,375000,75000,500,"settled",164650,2010-01-19,2010-04-19,"other"
"14733","apartment","3fea7b9b",147980,59000,12000,500,"settled",147480,2018-05-20,2018-08-18,"fire"
"14734","apartment","2dbd2ebb",166830,-4000,-1000,500,"settled",166330,2009-08-05,2009-11-03,"nat cat"
"14735","apartment","6acaf4f8",151630,49000,10000,500,"settled",151130,2022-08-20,2022-11-18,"fire"
"14736","apartment","4421c8eb",156830,206000,41000,2000,"settled",154830,2007-01-15,2007-04-15,"nat cat"
"14737","apartment","c0cc7637",143670,425000,85000,1000,"settled",142670,2023-02-22,2023-05-23,"nat cat"
"14738","apartment","d1d6149a",143330,281000,56000,5000,"settled",138330,2023-12-24,2024-03-23,"fire"
"14739","apartment","be98da27",136530,260000,52000,5000,"under investigation",0,2012-02-19,NA,"fire"
"14740","apartment","47eeeb88",146560,143000,29000,5000,"under investigation",0,2012-03-13,NA,"fire"
"14741","apartment","a7c49fa5",145340,212000,42000,2000,"open",20000,2007-12-04,2008-03-03,"theft"
"14742","apartment","8b6fad16",144270,219000,44000,1000,"settled",143270,2018-08-22,2018-11-20,"fire"
"14743","apartment","58c918ed",156920,224000,45000,2000,"settled",154920,2013-09-30,2013-12-29,"other"
"14744","apartment","2ee20193",153480,191000,38000,500,"settled",152980,2011-09-26,2011-12-25,"water damage"
"14745","apartment","a636d4a9",176440,59000,12000,5000,"settled",171440,2011-01-26,2011-04-26,"nat cat"
"14746","apartment","07c7c931",126020,534000,107000,5000,"denied",0,2008-08-16,NA,"fire"
"14747","apartment","84a356e4",143830,172000,34000,5000,"settled",138830,2021-08-29,2021-11-27,"nat cat"
"14748","apartment","e896c0b2",153180,143000,29000,1000,"settled",152180,2012-10-19,2013-01-17,"nat cat"
"14749","apartment","72069b99",169640,240000,48000,2000,"settled",167640,2022-11-15,2023-02-13,"fire"
"14750","apartment","5f2b3d65",147320,422000,84000,5000,"settled",142320,2022-11-25,2023-02-23,"water damage"
"14751","apartment","c8868ccf",132960,341000,68000,2000,"settled",130960,2006-03-13,2006-06-11,"other"
"14752","apartment","13086490",141810,189000,38000,1000,"open",20000,2010-01-19,2010-04-19,"theft"
"14753","apartment","80024173",137140,126000,25000,1000,"under investigation",0,2011-10-16,NA,"water damage"
"14754","apartment","aef40b9d",162200,393000,79000,1000,"settled",161200,2017-05-02,2017-07-31,"fire"
"14755","apartment","f9e97c30",156900,369000,74000,1000,"open",20000,2014-09-25,2014-12-24,"theft"
"14756","apartment","ea7ff9fd",154490,1e+05,20000,500,"settled",153990,2007-10-01,2007-12-30,"fire"
"14757","apartment","61e3dad1",161330,352000,70000,1000,"settled",160330,2012-09-19,2012-12-18,"fire"
"14758","apartment","c586775a",136290,173000,35000,500,"settled",135790,2019-08-28,2019-11-26,"fire"
"14759","apartment","0aefbe87",144820,196000,39000,2000,"settled",142820,2006-04-20,2006-07-19,"nat cat"
"14760","apartment","4ef96d43",156980,408000,82000,2000,"settled",154980,2006-05-31,2006-08-29,"fire"
"14761","apartment","b26b17fb",121580,217000,43000,1000,"settled",120580,2004-11-22,2005-02-20,"fire"
"14762","apartment","83e0ad49",146930,295000,59000,2000,"settled",144930,2018-05-13,2018-08-11,"water damage"
"14763","apartment","0bfda5e8",159230,70000,14000,500,"settled",158730,2016-08-22,2016-11-20,"nat cat"
"14764","apartment","f37d37a1",150410,142000,28000,5000,"settled",145410,2009-07-20,2009-10-18,"nat cat"
"14765","apartment","3afd7b60",158890,529000,106000,5000,"open",20000,2018-02-04,2018-05-05,"theft"
"14766","apartment","f6ee7bbe",155780,-42000,-8000,1000,"settled",154780,2014-05-04,2014-08-02,"nat cat"
"14767","apartment","e3c88747",149570,36000,7000,2000,"settled",147570,2022-10-17,2023-01-15,"fire"
"14768","apartment","8cbbbcd5",115040,149000,30000,2000,"open",20000,2015-05-04,2015-08-02,"theft"
"14769","apartment","811fe873",159450,554000,111000,2000,"settled",157450,2017-05-12,2017-08-10,"fire"
"14770","apartment","ed4c173a",129460,123000,25000,1000,"settled",128460,2015-03-13,2015-06-11,"fire"
"14771","apartment","2fead357",143920,258000,52000,2000,"settled",141920,2005-06-30,2005-09-28,"fire"
"14772","apartment","5a5c2423",163950,225000,45000,1000,"settled",162950,2009-09-24,2009-12-23,"water damage"
"14773","apartment","bed3090b",151160,411000,82000,5000,"settled",146160,2010-04-25,2010-07-24,"water damage"
"14774","apartment","4685a12c",136160,365000,73000,5000,"denied",0,2018-06-02,NA,"water damage"
"14775","apartment","76825768",144190,190000,38000,2000,"settled",142190,2005-11-26,2006-02-24,"fire"
"14776","apartment","a8d8de8f",165280,190000,38000,2000,"open",20000,2016-11-09,2017-02-07,"theft"
"14777","apartment","1b73abb2",168810,287000,57000,5000,"settled",163810,2015-05-09,2015-08-07,"fire"
